"Date","sentence_id","word_count","word_modifier","order_modifier","category_modifier","topic_modifier","word_keyword","order_keyword","category_keyword","topic_keyword","distance","has_keyword","is_neutral","negator_in_front","score"
"2006-06-08",2,26,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2006-06-08",2,26,"increased",13,"High modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2006-06-08",3,18,"increased",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2006-06-08",4,16,"increased",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,1
"2006-07-06",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2006-08-03",2,26,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2006-08-03",2,26,"increased",13,"High modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2006-08-03",3,18,"increased",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2006-08-03",4,16,"increased",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,1
"2006-08-31",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2006-10-05",2,26,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2006-10-05",2,26,"increased",13,"High modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2006-10-05",3,18,"increased",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2006-10-05",4,16,"increased",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,1
"2006-11-02",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2006-12-07",2,26,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2006-12-07",2,26,"increased",13,"High modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2006-12-07",3,18,"increased",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2006-12-07",4,16,"increased",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,1
"2007-01-11",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2007-02-08",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2007-03-08",2,26,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2007-03-08",2,26,"increased",13,"High modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2007-03-08",3,18,"increased",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2007-03-08",4,16,"increased",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,1
"2007-04-12",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2007-05-10",1,41,"minimum",19,"Low modifier","","main_refinancing_operations",24,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2007-06-06",2,26,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2007-06-06",2,26,"increased",13,"High modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2007-06-06",3,18,"increased",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2007-06-06",4,16,"increased",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,1
"2007-07-05",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2007-08-02",1,45,"minimum",23,"Low modifier","","main_refinancing_operations",28,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2007-09-06",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2007-10-04",1,41,"minimum",19,"Low modifier","","main_refinancing_operations",24,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2007-11-08",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2007-12-06",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2008-01-10",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2008-02-07",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2008-03-06",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2008-04-10",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2008-05-08",1,41,"minimum",19,"Low modifier","","main_refinancing_operations",24,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2008-06-05",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2008-07-03",2,26,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2008-07-03",2,26,"increased",13,"High modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2008-07-03",3,18,"increased",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2008-07-03",4,16,"increased",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,1
"2008-08-07",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2008-09-04",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2008-10-02",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2008-10-08",1,29,"reduce",26,"Low modifier","","liquidity",24,"Hawkish Keyword","Finance",2,TRUE,FALSE,FALSE,-1
"2008-10-08",2,20,"moderate",5,"Low modifier","","inflationary_pressures",1,"Hawkish Keyword","Prices",4,TRUE,FALSE,FALSE,-1
"2008-10-08",2,20,"decline",15,"Low modifier","","commodity_prices",20,"Hawkish Keyword","Prices",5,TRUE,FALSE,FALSE,-1
"2008-10-08",3,9,"diminishing",3,"Low modifier","","inflation_expectations",1,"Hawkish Keyword","Prices",2,TRUE,FALSE,FALSE,-1
"2008-10-08",4,22,"augmented",8,"High modifier","","growth",12,"Hawkish Keyword","Growth",4,TRUE,FALSE,FALSE,1
"2008-10-08",4,22,"downside_risks",10,"Low modifier","","growth",12,"Hawkish Keyword","Growth",2,TRUE,FALSE,FALSE,-1
"2008-10-08",4,22,"diminished",16,"Low modifier","","growth",12,"Hawkish Keyword","Growth",4,TRUE,FALSE,FALSE,-1
"2008-10-08",4,22,"further",17,"High modifier","","price",21,"Hawkish Keyword","Prices",4,TRUE,FALSE,FALSE,1
"2008-10-08",4,22,"upside_risks",19,"High modifier","","price",21,"Hawkish Keyword","Prices",2,TRUE,FALSE,FALSE,1
"2008-10-08",5,8,"easing",2,"Positive modifier","","global",4,"Hawkish Keyword","Global",2,TRUE,FALSE,FALSE,1
"2008-10-08",6,28,"reductions",25,"Low modifier","","interest_rates",28,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2008-10-08",7,11,"strong",7,"High modifier","","japan",4,"Hawkish Keyword","Global",3,TRUE,FALSE,FALSE,1
"2008-10-08",9,29,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2008-10-08",9,29,"reduced",13,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2008-10-08",10,17,"reduced",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2008-10-08",11,15,"reduced",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2008-10-08",12,9,"upside",4,"High modifier","","euro_area",3,"Hawkish Keyword","Finance",1,TRUE,FALSE,FALSE,1
"2008-10-08",12,9,"upside",4,"High modifier","","inflationary_risks",5,"Hawkish Keyword","Prices",1,TRUE,FALSE,FALSE,1
"2008-10-08",12,9,"decreased",8,"Low modifier","","inflationary_risks",5,"Hawkish Keyword","Prices",3,TRUE,FALSE,FALSE,-1
"2008-10-08",12,9,"further",9,"High modifier","","inflationary_risks",5,"Hawkish Keyword","Prices",4,TRUE,FALSE,FALSE,1
"2008-11-06",2,26,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2008-11-06",2,26,"decreased",13,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2008-11-06",3,18,"decreased",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2008-11-06",4,16,"decreased",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2008-12-04",2,24,"decreased",11,"Low modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2008-12-04",3,18,"decreased",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2008-12-04",4,16,"decreased",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2009-01-15",2,24,"decreased",11,"Low modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2009-01-15",5,35,"restore",15,"Positive modifier","","rates",24,"Hawkish Keyword","Policy",9,TRUE,FALSE,FALSE,-1
"2009-03-05",2,24,"decreased",11,"Low modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2009-03-05",3,18,"decreased",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2009-03-05",4,16,"decreased",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2009-04-02",2,24,"decreased",11,"Low modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2009-04-02",3,18,"decreased",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2009-04-02",4,16,"decreased",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2009-05-07",2,24,"decreased",11,"Low modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2009-05-07",3,18,"decreased",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2011-04-07",2,24,"increased",11,"High modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2011-04-07",3,18,"increased",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2011-04-07",4,16,"increased",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,1
"2011-07-07",2,24,"increased",11,"High modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2011-07-07",3,18,"increased",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2011-07-07",4,16,"increased",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,1
"2011-11-03",2,24,"decreased",11,"Low modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2011-11-03",3,18,"decreased",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2011-11-03",4,16,"decreased",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2011-12-08",2,24,"decreased",11,"Low modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2011-12-08",3,18,"decreased",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2011-12-08",4,16,"decreased",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2012-07-05",2,24,"decreased",11,"Low modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2012-07-05",3,18,"decreased",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2012-07-05",4,16,"decreased",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2013-05-02",2,24,"decreased",11,"Low modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2013-05-02",3,18,"decreased",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2013-11-07",2,24,"decreased",11,"Low modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2013-11-07",3,18,"decreased",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2014-06-05",2,24,"decreased",11,"Low modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2014-06-05",3,18,"decreased",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2014-06-05",4,16,"decreased",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2014-06-05",6,12,"negative",11,"Low modifier","","deposit_facility",12,"Hawkish Keyword","Policy",1,TRUE,FALSE,FALSE,-1
"2014-06-05",9,25,"further",1,"High modifier","","monetary_policy",2,"Hawkish Keyword","Policy",1,TRUE,FALSE,FALSE,1
"2014-09-04",2,24,"decreased",11,"Low modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2014-09-04",3,18,"decreased",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2014-09-04",4,16,"decreased",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2015-01-22",2,20,"further",1,"High modifier","","monetary_policy",2,"Hawkish Keyword","Policy",1,TRUE,FALSE,FALSE,1
"2015-12-03",1,28,"decreased",20,"Low modifier","","deposit_facility",17,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2015-12-03",3,18,"further",1,"High modifier","","monetary_policy",2,"Hawkish Keyword","Policy",1,TRUE,FALSE,FALSE,1
"2016-03-10",2,24,"decreased",11,"Low modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2016-03-10",3,18,"decreased",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2016-03-10",4,16,"decreased",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2016-03-10",8,15,"low",9,"Low modifier","","interest_rate",12,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2016-04-21",2,20,"expand",10,"High modifier","","monetary_policy",4,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2016-07-21",2,33,"lower",16,"Low modifier","","interest_rates",10,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2016-09-08",2,33,"lower",16,"Low modifier","","interest_rates",10,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2016-10-20",2,33,"lower",16,"Low modifier","","interest_rates",10,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2016-12-08",2,33,"lower",16,"Low modifier","","interest_rates",10,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2016-12-08",5,41,"less",8,"Low modifier","","financial_conditions",12,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2016-12-08",5,41,"favourable",9,"Positive modifier","","financial_conditions",12,"Hawkish Keyword","Finance",3,TRUE,FALSE,FALSE,1
"2016-12-08",5,41,"inconsistent",14,"Negative modifier","","financial_conditions",12,"Hawkish Keyword","Finance",2,TRUE,FALSE,FALSE,-1
"2016-12-08",5,41,"further",16,"High modifier","","financial_conditions",12,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2016-12-08",5,41,"increase",32,"High modifier","","inflation",26,"Hawkish Keyword","Prices",6,TRUE,FALSE,FALSE,1
"2017-01-19",2,33,"lower",16,"Low modifier","","interest_rates",10,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2017-01-19",5,39,"less",5,"Low modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2017-01-19",5,39,"favourable",6,"Positive modifier","","financial_conditions",9,"Hawkish Keyword","Finance",3,TRUE,FALSE,FALSE,1
"2017-01-19",5,39,"inconsistent",11,"Negative modifier","","financial_conditions",9,"Hawkish Keyword","Finance",2,TRUE,FALSE,FALSE,-1
"2017-01-19",5,39,"further",13,"High modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2017-01-19",5,39,"increase",30,"High modifier","","inflation",23,"Hawkish Keyword","Prices",7,TRUE,FALSE,FALSE,1
"2017-03-09",2,33,"lower",16,"Low modifier","","interest_rates",10,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2017-03-09",5,39,"less",5,"Low modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2017-03-09",5,39,"favourable",6,"Positive modifier","","financial_conditions",9,"Hawkish Keyword","Finance",3,TRUE,FALSE,FALSE,1
"2017-03-09",5,39,"inconsistent",11,"Negative modifier","","financial_conditions",9,"Hawkish Keyword","Finance",2,TRUE,FALSE,FALSE,-1
"2017-03-09",5,39,"further",13,"High modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2017-03-09",5,39,"increase",30,"High modifier","","inflation",23,"Hawkish Keyword","Prices",7,TRUE,FALSE,FALSE,1
"2017-04-27",2,33,"lower",16,"Low modifier","","interest_rates",10,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2017-04-27",5,39,"less",5,"Low modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2017-04-27",5,39,"favourable",6,"Positive modifier","","financial_conditions",9,"Hawkish Keyword","Finance",3,TRUE,FALSE,FALSE,1
"2017-04-27",5,39,"inconsistent",11,"Negative modifier","","financial_conditions",9,"Hawkish Keyword","Finance",2,TRUE,FALSE,FALSE,-1
"2017-04-27",5,39,"further",13,"High modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2017-04-27",5,39,"increase",30,"High modifier","","inflation",23,"Hawkish Keyword","Prices",7,TRUE,FALSE,FALSE,1
"2017-06-08",5,39,"less",5,"Low modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2017-06-08",5,39,"favourable",6,"Positive modifier","","financial_conditions",9,"Hawkish Keyword","Finance",3,TRUE,FALSE,FALSE,1
"2017-06-08",5,39,"inconsistent",11,"Negative modifier","","financial_conditions",9,"Hawkish Keyword","Finance",2,TRUE,FALSE,FALSE,-1
"2017-06-08",5,39,"further",13,"High modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2017-06-08",5,39,"increase",30,"High modifier","","inflation",23,"Hawkish Keyword","Prices",7,TRUE,FALSE,FALSE,1
"2017-07-20",5,39,"less",5,"Low modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2017-07-20",5,39,"favourable",6,"Positive modifier","","financial_conditions",9,"Hawkish Keyword","Finance",3,TRUE,FALSE,FALSE,1
"2017-07-20",5,39,"inconsistent",11,"Negative modifier","","financial_conditions",9,"Hawkish Keyword","Finance",2,TRUE,FALSE,FALSE,-1
"2017-07-20",5,39,"further",13,"High modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2017-07-20",5,39,"increase",30,"High modifier","","inflation",23,"Hawkish Keyword","Prices",7,TRUE,FALSE,FALSE,1
"2017-09-07",5,39,"less",5,"Low modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2017-09-07",5,39,"favourable",6,"Positive modifier","","financial_conditions",9,"Hawkish Keyword","Finance",3,TRUE,FALSE,FALSE,1
"2017-09-07",5,39,"inconsistent",11,"Negative modifier","","financial_conditions",9,"Hawkish Keyword","Finance",2,TRUE,FALSE,FALSE,-1
"2017-09-07",5,39,"further",13,"High modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2017-09-07",5,39,"increase",30,"High modifier","","inflation",23,"Hawkish Keyword","Prices",7,TRUE,FALSE,FALSE,1
"2017-10-26",6,39,"less",5,"Low modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2017-10-26",6,39,"favourable",6,"Positive modifier","","financial_conditions",9,"Hawkish Keyword","Finance",3,TRUE,FALSE,FALSE,1
"2017-10-26",6,39,"inconsistent",11,"Negative modifier","","financial_conditions",9,"Hawkish Keyword","Finance",2,TRUE,FALSE,FALSE,-1
"2017-10-26",6,39,"further",13,"High modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2017-10-26",6,39,"increase",30,"High modifier","","inflation",23,"Hawkish Keyword","Prices",7,TRUE,FALSE,FALSE,1
"2017-10-26",8,12,"favourable",6,"Positive modifier","","liquidity_conditions",7,"Hawkish Keyword","Finance",1,TRUE,FALSE,FALSE,1
"2017-12-14",4,39,"less",5,"Low modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2017-12-14",4,39,"favourable",6,"Positive modifier","","financial_conditions",9,"Hawkish Keyword","Finance",3,TRUE,FALSE,FALSE,1
"2017-12-14",4,39,"inconsistent",11,"Negative modifier","","financial_conditions",9,"Hawkish Keyword","Finance",2,TRUE,FALSE,FALSE,-1
"2017-12-14",4,39,"further",13,"High modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2017-12-14",4,39,"increase",30,"High modifier","","inflation",23,"Hawkish Keyword","Prices",7,TRUE,FALSE,FALSE,1
"2017-12-14",6,12,"favourable",6,"Positive modifier","","liquidity_conditions",7,"Hawkish Keyword","Finance",1,TRUE,FALSE,FALSE,1
"2018-01-25",4,42,"less",5,"Low modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2018-01-25",4,42,"favourable",6,"Positive modifier","","financial_conditions",9,"Hawkish Keyword","Finance",3,TRUE,FALSE,FALSE,1
"2018-01-25",4,42,"inconsistent",11,"Negative modifier","","financial_conditions",9,"Hawkish Keyword","Finance",2,TRUE,FALSE,FALSE,-1
"2018-01-25",4,42,"further",13,"High modifier","","financial_conditions",9,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2018-01-25",4,42,"increase",30,"High modifier","","inflation",23,"Hawkish Keyword","Prices",7,TRUE,FALSE,FALSE,1
"2018-01-25",6,12,"favourable",6,"Positive modifier","","liquidity_conditions",7,"Hawkish Keyword","Finance",1,TRUE,FALSE,FALSE,1
"2018-03-08",5,12,"favourable",6,"Positive modifier","","liquidity_conditions",7,"Hawkish Keyword","Finance",1,TRUE,FALSE,FALSE,1
"2018-04-26",5,12,"favourable",6,"Positive modifier","","liquidity_conditions",7,"Hawkish Keyword","Finance",1,TRUE,FALSE,FALSE,1
"2018-06-14",4,44,"reduced",30,"Low modifier","","inflation_outlook",19,"Hawkish Keyword","Prices",11,TRUE,FALSE,FALSE,-1
"2018-06-14",5,55,"favourable",47,"Positive modifier","","liquidity_conditions",48,"Hawkish Keyword","Finance",1,TRUE,FALSE,FALSE,1
"2018-06-14",8,32,"below",25,"Low modifier","","inflation",20,"Hawkish Keyword","Prices",5,TRUE,FALSE,FALSE,-1
"2018-07-26",2,48,"below",41,"Low modifier","","inflation",36,"Hawkish Keyword","Prices",5,TRUE,FALSE,FALSE,-1
"2018-07-26",4,44,"reduced",30,"Low modifier","","inflation_outlook",19,"Hawkish Keyword","Prices",11,TRUE,FALSE,FALSE,-1
"2018-07-26",5,50,"favourable",42,"Positive modifier","","liquidity_conditions",43,"Hawkish Keyword","Finance",1,TRUE,FALSE,FALSE,1
"2018-09-13",2,48,"below",41,"Low modifier","","inflation",36,"Hawkish Keyword","Prices",5,TRUE,FALSE,FALSE,-1
"2018-09-13",4,39,"reduce",7,"Low modifier","","inflation_outlook",34,"Hawkish Keyword","Prices",27,TRUE,FALSE,FALSE,-1
"2018-09-13",5,50,"favourable",42,"Positive modifier","","liquidity_conditions",43,"Hawkish Keyword","Finance",1,TRUE,FALSE,FALSE,1
"2018-10-25",2,48,"below",41,"Low modifier","","inflation",36,"Hawkish Keyword","Prices",5,TRUE,FALSE,FALSE,-1
"2018-10-25",5,50,"favourable",42,"Positive modifier","","liquidity_conditions",43,"Hawkish Keyword","Finance",1,TRUE,FALSE,FALSE,1
"2018-12-13",2,48,"below",41,"Low modifier","","inflation",36,"Hawkish Keyword","Prices",5,TRUE,FALSE,FALSE,-1
"2018-12-13",5,57,"raising",33,"High modifier","","interest_rates",37,"Hawkish Keyword","Policy",4,TRUE,FALSE,FALSE,1
"2018-12-13",5,57,"favourable",49,"Positive modifier","","liquidity_conditions",50,"Hawkish Keyword","Finance",1,TRUE,FALSE,FALSE,1
