Date,VSTOXX.Price
1/27/2004,19.21
1/28/2004,19.29
1/29/2004,20.45
1/30/2004,21.07
2/2/2004,20.57
2/3/2004,21.35
2/4/2004,21.01
2/5/2004,20.47
2/6/2004,20.05
2/9/2004,18.79
2/10/2004,18.6
2/11/2004,18.57
2/12/2004,18.55
2/13/2004,19.02
2/17/2004,18.02
2/18/2004,17.94
2/19/2004,17.13
2/20/2004,17.96
2/23/2004,18.47
2/24/2004,19.47
2/25/2004,18.81
2/26/2004,18.46
2/27/2004,18.06
3/1/2004,17.63
3/2/2004,17.35
3/3/2004,17.67
3/4/2004,17.3
3/5/2004,17.04
3/8/2004,17.08
3/9/2004,18.86
3/10/2004,18.69
3/11/2004,23.22
3/12/2004,24.65
3/15/2004,28.77
3/16/2004,27.89
3/17/2004,24.41
3/18/2004,26.51
3/19/2004,26
3/22/2004,31.74
3/23/2004,29.19
3/24/2004,28.37
3/25/2004,25.92
3/26/2004,25.05
3/29/2004,22.84
3/30/2004,23.61
3/31/2004,22.67
4/1/2004,21.71
4/2/2004,19.04
4/5/2004,18.53
4/6/2004,20.1
4/7/2004,20.76
4/8/2004,20.58
4/12/2004,20.58
4/13/2004,20.84
4/14/2004,22.03
4/15/2004,22.37
4/16/2004,19.56
4/19/2004,19.87
4/20/2004,19.3
4/21/2004,19.84
4/22/2004,18
4/23/2004,18.59
4/26/2004,19.5
4/27/2004,18.93
4/28/2004,21.14
4/29/2004,22.28
4/30/2004,22.73
5/3/2004,22.02
5/4/2004,21.83
5/5/2004,19.88
5/6/2004,22.91
5/7/2004,22.99
5/10/2004,26
5/11/2004,24.04
5/12/2004,25.99
5/13/2004,25.42
5/14/2004,25.28
5/17/2004,26.76
5/18/2004,25.34
5/19/2004,23.29
5/20/2004,23.6
5/21/2004,22.38
5/24/2004,24.88
5/25/2004,21.35
5/26/2004,21.05
5/27/2004,20.7
5/28/2004,20.26
6/1/2004,22.45
6/2/2004,20.74
6/3/2004,20.76
6/4/2004,19.33
6/7/2004,19.43
6/8/2004,19.07
6/9/2004,19.52
6/10/2004,18.41
6/14/2004,20.5
6/15/2004,18.15
6/16/2004,17.67
6/17/2004,18.75
6/18/2004,18.18
6/21/2004,17.72
6/22/2004,18.8
6/23/2004,17.92
6/24/2004,17.83
6/25/2004,18.11
6/28/2004,18.29
6/29/2004,18.28
6/30/2004,18.5
7/1/2004,19.04
7/2/2004,18.7
7/6/2004,19.89
7/7/2004,19.32
7/8/2004,19.08
7/9/2004,18.43
7/12/2004,19.26
7/13/2004,18.74
7/14/2004,18.67
7/15/2004,18.17
7/16/2004,17.26
7/19/2004,18.31
7/20/2004,18.18
7/21/2004,17.56
7/22/2004,19.17
7/23/2004,19.66
7/26/2004,20.58
7/27/2004,19.43
7/28/2004,19.84
7/29/2004,18.49
7/30/2004,18.24
8/2/2004,19.32
8/3/2004,18.68
8/4/2004,19.1
8/5/2004,18.97
8/6/2004,22.3
8/9/2004,22.9
8/10/2004,21.29
8/11/2004,22.47
8/12/2004,23.17
8/13/2004,23.44
8/16/2004,21.26
8/17/2004,21.42
8/18/2004,20.69
8/19/2004,20.59
8/20/2004,18.7
8/23/2004,18.44
8/24/2004,17.56
8/25/2004,17.66
8/26/2004,17.16
8/27/2004,16.55
8/30/2004,17.57
8/31/2004,18.75
9/1/2004,17.96
9/2/2004,17.61
9/3/2004,16.55
9/7/2004,16.23
9/8/2004,16.24
9/9/2004,16.61
9/10/2004,16.34
9/13/2004,16.32
9/14/2004,16.11
9/15/2004,16.65
9/16/2004,16.79
9/17/2004,16.2
9/20/2004,16.76
9/21/2004,16.09
9/22/2004,17
9/23/2004,17.48
9/24/2004,16.51
9/27/2004,17.32
9/28/2004,17
9/29/2004,16.54
9/30/2004,16.51
10/1/2004,15.57
10/4/2004,16.16
10/5/2004,16.35
10/6/2004,16.29
10/7/2004,16.75
10/8/2004,17.12
10/11/2004,16.69
10/12/2004,17.48
10/13/2004,17.64
10/14/2004,17.82
10/15/2004,16.82
10/18/2004,17.55
10/19/2004,16.97
10/20/2004,17.75
10/21/2004,17.45
10/22/2004,17.01
10/25/2004,19.24
10/26/2004,18.71
10/27/2004,18.1
10/28/2004,17.57
10/29/2004,17.37
11/1/2004,18.13
11/2/2004,16.9
11/3/2004,16.35
11/4/2004,15.38
11/5/2004,15.6
11/8/2004,15.54
11/9/2004,15.08
11/10/2004,14.62
11/11/2004,14.36
11/12/2004,14.37
11/15/2004,14.98
11/16/2004,15.12
11/17/2004,14.69
11/18/2004,14.81
11/19/2004,15.43
11/22/2004,15.69
11/23/2004,15.92
11/24/2004,15.81
11/26/2004,15.62
11/29/2004,15.59
11/30/2004,16.56
12/1/2004,15.64
12/2/2004,15.67
12/3/2004,15.71
12/6/2004,15.73
12/7/2004,15.74
12/8/2004,15.61
12/9/2004,15.82
12/10/2004,15.67
12/13/2004,15.11
12/14/2004,15.14
12/15/2004,14.72
12/16/2004,13.44
12/17/2004,14.15
12/20/2004,13.36
12/21/2004,12.64
12/22/2004,12.99
12/23/2004,12.94
12/27/2004,12.96
12/28/2004,13.1
12/29/2004,13.74
12/30/2004,14.07
12/31/2004,
1/3/2005,14.47
1/4/2005,14.51
1/5/2005,14.42
1/6/2005,13.8
1/7/2005,13.57
1/10/2005,12.92
1/11/2005,13.68
1/12/2005,14.05
1/13/2005,13.64
1/14/2005,13.57
1/18/2005,13.17
1/19/2005,13.63
1/20/2005,14.17
1/21/2005,13.96
1/24/2005,14.11
1/25/2005,13.63
1/26/2005,13.32
1/27/2005,12.46
1/28/2005,12.81
1/31/2005,12.72
2/1/2005,12.36
2/2/2005,12.25
2/3/2005,12.38
2/4/2005,11.6
2/7/2005,11.99
2/8/2005,11.92
2/9/2005,12.19
2/10/2005,12.04
2/11/2005,11.99
2/14/2005,12.52
2/15/2005,12.35
2/16/2005,13.66
2/17/2005,13.57
2/18/2005,13.01
2/22/2005,13.49
2/23/2005,13.99
2/24/2005,13.19
2/25/2005,12.21
2/28/2005,12.89
3/1/2005,12.35
3/2/2005,12.86
3/3/2005,12.57
3/4/2005,11.93
3/7/2005,11.72
3/8/2005,12
3/9/2005,12.53
3/10/2005,13.47
3/11/2005,12.96
3/14/2005,13.35
3/15/2005,12.49
3/16/2005,14.57
3/17/2005,13.46
3/18/2005,12.83
3/21/2005,13.39
3/22/2005,13.36
3/23/2005,13.47
3/24/2005,12.48
3/28/2005,12.48
3/29/2005,13.06
3/30/2005,13.27
3/31/2005,13.24
4/1/2005,12.61
4/4/2005,13.67
4/5/2005,12.72
4/6/2005,12.29
4/7/2005,11.86
4/8/2005,11.79
4/11/2005,12.02
4/12/2005,12.47
4/13/2005,12.21
4/14/2005,12.24
4/15/2005,15.39
4/18/2005,18.31
4/19/2005,17.18
4/20/2005,17.38
4/21/2005,16.8
4/22/2005,15.26
4/25/2005,15.12
4/26/2005,15.05
4/27/2005,16.59
4/28/2005,16.53
4/29/2005,16.79
5/2/2005,15.96
5/3/2005,15.15
5/4/2005,14.33
5/5/2005,13.53
5/6/2005,13.3
5/9/2005,14.23
5/10/2005,15.28
5/11/2005,15.66
5/12/2005,14.85
5/13/2005,15.07
5/16/2005,15.52
5/17/2005,15.69
5/18/2005,14.09
5/19/2005,13.79
5/20/2005,13.51
5/23/2005,13.21
5/24/2005,13.39
5/25/2005,13.47
5/26/2005,12.71
5/27/2005,12.95
5/31/2005,13.51
6/1/2005,13
6/2/2005,12.87
6/3/2005,12.94
6/6/2005,13.36
6/7/2005,12.67
6/8/2005,12.99
6/9/2005,13.22
6/10/2005,12.7
6/13/2005,12.76
6/14/2005,12.38
6/15/2005,13.48
6/16/2005,13.02
6/17/2005,12.56
6/20/2005,12.91
6/21/2005,12.45
6/22/2005,12.39
6/23/2005,11.92
6/24/2005,12.52
6/27/2005,13.3
6/28/2005,12.68
6/29/2005,12.26
6/30/2005,12.38
7/1/2005,11.94
7/5/2005,12.6
7/6/2005,12.25
7/7/2005,15.72
7/8/2005,12.96
7/11/2005,13.17
7/12/2005,13.87
7/13/2005,13.17
7/14/2005,12.98
7/15/2005,12.77
7/18/2005,12.67
7/19/2005,12.5
7/20/2005,13.03
7/21/2005,13.75
7/22/2005,13.65
7/25/2005,14.11
7/26/2005,13.39
7/27/2005,12.84
7/28/2005,12.97
7/29/2005,13.28
8/1/2005,13.52
8/2/2005,12.81
8/3/2005,13.37
8/4/2005,14.16
8/5/2005,14.96
8/8/2005,15.21
8/9/2005,14.46
8/10/2005,13.98
8/11/2005,14.75
8/12/2005,14.96
8/15/2005,15.3
8/16/2005,15.61
8/17/2005,15.92
8/18/2005,15.77
8/19/2005,14.71
8/22/2005,14.8
8/23/2005,15.33
8/24/2005,15.3
8/25/2005,15.87
8/26/2005,16.74
8/29/2005,16.67
8/30/2005,15.94
8/31/2005,15.15
9/1/2005,14.75
9/2/2005,15.02
9/6/2005,14.29
9/7/2005,14.22
9/8/2005,14.19
9/9/2005,14.08
9/12/2005,14.74
9/13/2005,15.78
9/14/2005,15.35
9/15/2005,15.31
9/16/2005,15.48
9/19/2005,14.75
9/20/2005,14.67
9/21/2005,15.67
9/22/2005,15.6
9/23/2005,14.85
9/26/2005,14.45
9/27/2005,14.79
9/28/2005,14.68
9/29/2005,15.25
9/30/2005,14.56
10/3/2005,14.56
10/4/2005,14.97
10/5/2005,15.86
10/6/2005,16.45
10/7/2005,16.46
10/10/2005,16.61
10/11/2005,16.47
10/12/2005,17.1
10/13/2005,17.74
10/14/2005,16.63
10/17/2005,16.52
10/18/2005,16.52
10/19/2005,18.74
10/20/2005,18.54
10/21/2005,18.32
10/24/2005,17.14
10/25/2005,17.25
10/26/2005,16.47
10/27/2005,17.69
10/28/2005,17.88
10/31/2005,17.43
11/1/2005,17.54
11/2/2005,16.93
11/3/2005,15.84
11/4/2005,15.52
11/7/2005,16.08
11/8/2005,15.86
11/9/2005,15.08
11/10/2005,14.85
11/11/2005,14.37
11/14/2005,14.65
11/15/2005,15.39
11/16/2005,15.04
11/17/2005,14.83
11/18/2005,14.75
11/21/2005,13.81
11/22/2005,13.58
11/23/2005,13.19
11/25/2005,13.34
11/28/2005,13.88
11/29/2005,14.04
11/30/2005,13.96
12/1/2005,12.99
12/2/2005,12.94
12/5/2005,13.75
12/6/2005,13.42
12/7/2005,13.85
12/8/2005,13.59
12/9/2005,13.11
12/12/2005,13.28
12/13/2005,13.1
12/14/2005,13.53
12/15/2005,13.42
12/16/2005,12.36
12/19/2005,12.58
12/20/2005,12.4
12/21/2005,12.46
12/22/2005,12.47
12/23/2005,12.07
12/27/2005,12.61
12/28/2005,13.17
12/29/2005,13.33
12/30/2005,14.48
1/3/2006,14.31
1/4/2006,13.95
1/5/2006,14.14
1/6/2006,13.73
1/9/2006,14.36
1/10/2006,14.51
1/11/2006,13.98
1/12/2006,13.65
1/13/2006,14.39
1/17/2006,15.25
1/18/2006,15.81
1/19/2006,15.43
1/20/2006,16
1/23/2006,16.31
1/24/2006,15.66
1/25/2006,14.98
1/26/2006,14.77
1/27/2006,15.15
1/30/2006,15.52
1/31/2006,15.85
2/1/2006,15.42
2/2/2006,16.18
2/3/2006,16.04
2/6/2006,16.34
2/7/2006,16.4
2/8/2006,16.2
2/9/2006,15.51
2/10/2006,15.72
2/13/2006,15.9
2/14/2006,16.09
2/15/2006,16.26
2/16/2006,14.87
2/17/2006,14.59
2/21/2006,15.13
2/22/2006,14.29
2/23/2006,14.66
2/24/2006,14.25
2/27/2006,14.03
2/28/2006,15.04
3/1/2006,14.4
3/2/2006,14.93
3/3/2006,15.31
3/6/2006,15.19
3/7/2006,15.69
3/8/2006,15.79
3/9/2006,15.29
3/10/2006,14.18
3/13/2006,14.03
3/14/2006,13.86
3/15/2006,13.64
3/16/2006,13.41
3/17/2006,13.4
3/20/2006,14.03
3/21/2006,13.64
3/22/2006,13.54
3/23/2006,13.61
3/24/2006,13.03
3/27/2006,14.62
3/28/2006,14.78
3/29/2006,14.31
3/30/2006,13.61
3/31/2006,14.01
4/3/2006,13.88
4/4/2006,14.31
4/5/2006,13.79
4/6/2006,13.55
4/7/2006,14.35
4/10/2006,14.44
4/11/2006,15.36
4/12/2006,15.38
4/13/2006,15.08
4/17/2006,15.08
4/18/2006,15.38
4/19/2006,14.91
4/20/2006,14.8
4/21/2006,14.48
4/24/2006,15.29
4/25/2006,14.9
4/26/2006,14.43
4/27/2006,14.72
4/28/2006,14.71
5/1/2006,14.71
5/2/2006,15.06
5/3/2006,15.89
5/4/2006,14.87
5/5/2006,14
5/8/2006,14.53
5/9/2006,14.28
5/10/2006,14.7
5/11/2006,15.18
5/12/2006,16.45
5/15/2006,18.04
5/16/2006,17.24
5/17/2006,18.62
5/18/2006,21.47
5/19/2006,20.65
5/22/2006,24.67
5/23/2006,22.33
5/24/2006,24.36
5/25/2006,21.92
5/26/2006,20.38
5/30/2006,24.08
5/31/2006,23.05
6/1/2006,21.53
6/2/2006,20.74
6/5/2006,21.77
6/6/2006,23.78
6/7/2006,22.61
6/8/2006,24.81
6/9/2006,22.87
6/12/2006,24.35
6/13/2006,26.62
6/14/2006,26.69
6/15/2006,24.14
6/16/2006,23.95
6/19/2006,22.8
6/20/2006,21.79
6/21/2006,20.94
6/22/2006,20.35
6/23/2006,20.09
6/26/2006,20.7
6/27/2006,21.48
6/28/2006,21.49
6/29/2006,20.54
6/30/2006,18.33
7/3/2006,17.68
7/5/2006,19.83
7/6/2006,18.31
7/7/2006,18.58
7/10/2006,18.25
7/11/2006,19.42
7/12/2006,19.05
7/13/2006,20.84
7/14/2006,22.24
7/17/2006,22.83
7/18/2006,22.77
7/19/2006,20.5
7/20/2006,19.79
7/21/2006,20.23
7/24/2006,19.21
7/25/2006,19.61
7/26/2006,18.85
7/27/2006,18.03
7/28/2006,17.33
7/31/2006,18.52
8/1/2006,19.76
8/2/2006,18.5
8/3/2006,19.2
8/4/2006,18.41
8/7/2006,20.68
8/8/2006,20.68
8/9/2006,18.99
8/10/2006,19.94
8/11/2006,19.1
8/14/2006,18.5
8/15/2006,17.46
8/16/2006,17.36
8/17/2006,17.59
8/18/2006,17.15
8/21/2006,17.49
8/22/2006,16.56
8/23/2006,16.99
8/24/2006,16.27
8/25/2006,15.93
8/28/2006,16.11
8/29/2006,16.69
8/30/2006,16.21
8/31/2006,16.17
9/1/2006,15.69
9/5/2006,16.43
9/6/2006,17.58
9/7/2006,18.02
9/8/2006,17.19
9/11/2006,17.99
9/12/2006,16.69
9/13/2006,16.65
9/14/2006,16.54
9/15/2006,15.85
9/18/2006,16.15
9/19/2006,16.51
9/20/2006,15.63
9/21/2006,15.26
9/22/2006,16.54
9/25/2006,16.67
9/26/2006,15.78
9/27/2006,15.77
9/28/2006,15.9
9/29/2006,16.25
10/2/2006,17.08
10/3/2006,17.11
10/4/2006,16.02
10/5/2006,15.97
10/6/2006,15.68
10/9/2006,16.38
10/10/2006,15.7
10/11/2006,15.49
10/12/2006,14.99
10/13/2006,14.77
10/16/2006,15.06
10/17/2006,16.41
10/18/2006,15.63
10/19/2006,15.45
10/20/2006,14.73
10/23/2006,14.62
10/24/2006,14.3
10/25/2006,14.31
10/26/2006,14.27
10/27/2006,14.28
10/30/2006,14.93
10/31/2006,14.51
11/1/2006,14
11/2/2006,14.88
11/3/2006,14.47
11/6/2006,13.98
11/7/2006,13.89
11/8/2006,14
11/9/2006,14.03
11/10/2006,13.8
11/13/2006,14.08
11/14/2006,14.35
11/15/2006,13.76
11/16/2006,13.48
11/17/2006,13.44
11/20/2006,13.3
11/21/2006,12.71
11/22/2006,12.85
11/24/2006,14.31
11/27/2006,16.59
11/28/2006,15.96
11/29/2006,14.82
11/30/2006,15.56
12/1/2006,17.05
12/4/2006,17.08
12/5/2006,15.63
12/6/2006,15.86
12/7/2006,15.51
12/8/2006,15.08
12/11/2006,14.79
12/12/2006,14.56
12/13/2006,14.05
12/14/2006,13.34
12/15/2006,12.85
12/18/2006,13.27
12/19/2006,14.18
12/20/2006,12.92
12/21/2006,13.06
12/22/2006,14.4
12/26/2006,14.4
12/27/2006,14.27
12/28/2006,14.14
12/29/2006,14.83
1/3/2007,14.73
1/4/2007,15.06
1/5/2007,16.35
1/8/2007,16.88
1/9/2007,16.63
1/10/2007,17.25
1/11/2007,15.05
1/12/2007,14.58
1/16/2007,15.73
1/17/2007,16.1
1/18/2007,16.25
1/19/2007,14.95
1/22/2007,16.02
1/23/2007,16.01
1/24/2007,14.84
1/25/2007,15.38
1/26/2007,15.83
1/29/2007,16.12
1/30/2007,15.17
1/31/2007,15.92
2/1/2007,15.13
2/2/2007,14.14
2/5/2007,14.36
2/6/2007,14.41
2/7/2007,13.97
2/8/2007,14.26
2/9/2007,13.92
2/12/2007,15.11
2/13/2007,14.71
2/14/2007,13.91
2/15/2007,13.83
2/16/2007,13.45
2/20/2007,13.74
2/21/2007,14.19
2/22/2007,13.87
2/23/2007,13.74
2/26/2007,13.79
2/27/2007,17.73
2/28/2007,19.5
3/1/2007,20.01
3/2/2007,20.3
3/5/2007,21.8
3/6/2007,20.36
3/7/2007,19.43
3/8/2007,18.15
3/9/2007,18.07
3/12/2007,19.25
3/13/2007,20.48
3/14/2007,23.53
3/15/2007,21.69
3/16/2007,21.08
3/19/2007,19.82
3/20/2007,18.82
3/21/2007,18.79
3/22/2007,17.38
3/23/2007,17.06
3/26/2007,19.09
3/27/2007,18.73
3/28/2007,19.79
3/29/2007,18.32
3/30/2007,17.54
4/2/2007,17.71
4/3/2007,16.27
4/4/2007,15.75
4/5/2007,15.44
4/9/2007,15.44
4/10/2007,15.7
4/11/2007,17.01
4/12/2007,17.09
4/13/2007,16.5
4/16/2007,16.74
4/17/2007,17.19
4/18/2007,18.12
4/19/2007,18.68
4/20/2007,18.17
4/23/2007,18.28
4/24/2007,18.57
4/25/2007,17.78
4/26/2007,17.82
4/27/2007,18.02
4/30/2007,18.34
5/1/2007,18.34
5/2/2007,18.18
5/3/2007,17.8
5/4/2007,17.06
5/7/2007,17.13
5/8/2007,17.6
5/9/2007,17.24
5/10/2007,17.87
5/11/2007,17.46
5/14/2007,18.04
5/15/2007,17.67
5/16/2007,17.69
5/17/2007,17.45
5/18/2007,16.09
5/21/2007,16.13
5/22/2007,15.9
5/23/2007,15.61
5/24/2007,16.72
5/25/2007,15.99
5/29/2007,16.36
5/30/2007,16.49
5/31/2007,15.79
6/1/2007,15.29
6/4/2007,16.51
6/5/2007,16.55
6/6/2007,18.54
6/7/2007,19.56
6/8/2007,18.89
6/11/2007,18.25
6/12/2007,18.83
6/13/2007,18.56
6/14/2007,16.87
6/15/2007,15.96
6/18/2007,16.77
6/19/2007,16.13
6/20/2007,15.92
6/21/2007,16.96
6/22/2007,17.31
6/25/2007,17.81
6/26/2007,18.93
6/27/2007,18.91
6/28/2007,17.77
6/29/2007,16.9
7/2/2007,17.63
7/3/2007,16.81
7/5/2007,17.91
7/6/2007,16.75
7/9/2007,17.08
7/10/2007,18.34
7/11/2007,18.67
7/12/2007,17.52
7/13/2007,17.34
7/16/2007,17.66
7/17/2007,18.03
7/18/2007,19.27
7/19/2007,17.83
7/20/2007,19.35
7/23/2007,19.17
7/24/2007,20.7
7/25/2007,22.19
7/26/2007,25.16
7/27/2007,25.22
7/30/2007,25.84
7/31/2007,23.82
8/1/2007,27.47
8/2/2007,24.75
8/3/2007,25.55
8/6/2007,26.23
8/7/2007,24.61
8/8/2007,21.92
8/9/2007,25.47
8/10/2007,30.74
8/13/2007,27.7
8/14/2007,29.02
8/15/2007,29.18
8/16/2007,34.74
8/17/2007,32.45
8/20/2007,31.13
8/21/2007,29.03
8/22/2007,26.5
8/23/2007,26.04
8/24/2007,24.49
8/27/2007,24.49
8/28/2007,27.33
8/29/2007,26.54
8/30/2007,25.27
8/31/2007,24.47
9/4/2007,23.48
9/5/2007,25.78
9/6/2007,25.63
9/7/2007,27.82
9/10/2007,29.45
9/11/2007,27.95
9/12/2007,27.07
9/13/2007,25.91
9/14/2007,26.55
9/17/2007,29.03
9/18/2007,27.66
9/19/2007,23.57
9/20/2007,22.16
9/21/2007,20.43
9/24/2007,20.4
9/25/2007,20.87
9/26/2007,19.73
9/27/2007,19.2
9/28/2007,19.71
10/1/2007,19.91
10/2/2007,19.97
10/3/2007,20.25
10/4/2007,19.78
10/5/2007,17.87
10/8/2007,18.18
10/9/2007,17.52
10/10/2007,17.9
10/11/2007,18.22
10/12/2007,18.35
10/15/2007,20.04
10/16/2007,20.47
10/17/2007,20.02
10/18/2007,19.93
10/19/2007,19.72
10/22/2007,23.14
10/23/2007,22.28
10/24/2007,22.57
10/25/2007,20.39
10/26/2007,19.65
10/29/2007,19.55
10/30/2007,20.53
10/31/2007,19.99
11/1/2007,20.8
11/2/2007,22.58
11/5/2007,23.57
11/6/2007,22.23
11/7/2007,23.11
11/8/2007,24.21
11/9/2007,26.26
11/12/2007,25.8
11/13/2007,24.39
11/14/2007,23.91
11/15/2007,24.12
11/16/2007,23.95
11/19/2007,25.89
11/20/2007,24.23
11/21/2007,26.31
11/23/2007,24.21
11/26/2007,25.36
11/27/2007,24.89
11/28/2007,22.95
11/29/2007,22.19
11/30/2007,20.43
12/3/2007,20.22
12/4/2007,21.19
12/5/2007,19.13
12/6/2007,18.95
12/7/2007,17.78
12/10/2007,18.37
12/11/2007,18.73
12/12/2007,17.39
12/13/2007,20.41
12/14/2007,19.89
12/17/2007,21.75
12/18/2007,21.08
12/19/2007,20.48
12/20/2007,19.15
12/21/2007,17.24
12/24/2007,17.24
12/26/2007,17.24
12/27/2007,18.37
12/28/2007,18.06
12/31/2007,18.06
1/2/2008,20.8
1/3/2008,20.41
1/4/2008,21.8
1/7/2008,22.32
1/8/2008,21.31
1/9/2008,22.27
1/10/2008,22.2
1/11/2008,21.6
1/14/2008,21.89
1/15/2008,23.61
1/16/2008,24.3
1/17/2008,24.29
1/18/2008,25.44
1/22/2008,33.79
1/23/2008,40.25
1/24/2008,34.87
1/25/2008,33.7
1/28/2008,33.42
1/29/2008,31.89
1/30/2008,32.3
1/31/2008,30.05
2/1/2008,27.47
2/4/2008,27.22
2/5/2008,31.96
2/6/2008,30.57
2/7/2008,31.8
2/8/2008,31.69
2/11/2008,31.94
2/12/2008,28.64
2/13/2008,27.93
2/14/2008,28.08
2/15/2008,29.37
2/19/2008,27.81
2/20/2008,29.07
2/21/2008,28.39
2/22/2008,28.76
2/25/2008,27.85
2/26/2008,25.88
2/27/2008,25.25
2/28/2008,26.07
2/29/2008,28.69
3/3/2008,30.9
3/4/2008,31.46
3/5/2008,29.75
3/6/2008,30.62
3/7/2008,31.56
3/10/2008,32.05
3/11/2008,29.77
3/12/2008,28.76
3/13/2008,29.65
3/14/2008,31.59
3/17/2008,37.05
3/18/2008,33.15
3/19/2008,31.38
3/20/2008,30.37
3/24/2008,30.37
3/25/2008,28.71
3/26/2008,28.65
3/27/2008,27.13
3/28/2008,26.28
3/31/2008,27.31
4/1/2008,24.62
4/2/2008,24.59
4/3/2008,25.19
4/4/2008,23.83
4/7/2008,23.36
4/8/2008,24.04
4/9/2008,24.14
4/10/2008,23.76
4/11/2008,24.76
4/14/2008,25.93
4/15/2008,25.04
4/16/2008,23
4/17/2008,23.32
4/18/2008,21.63
4/21/2008,22.36
4/22/2008,22.94
4/23/2008,22.22
4/24/2008,21.4
4/25/2008,20.97
4/28/2008,21.1
4/29/2008,21.52
4/30/2008,20.88
5/1/2008,20.88
5/2/2008,19.77
5/5/2008,19.92
5/6/2008,20.09
5/7/2008,19.58
5/8/2008,19.95
5/9/2008,20.67
5/12/2008,21.2
5/13/2008,21.8
5/14/2008,19.64
5/15/2008,18.87
5/16/2008,18.57
5/19/2008,18.25
5/20/2008,20.06
5/21/2008,19.97
5/22/2008,19.56
5/23/2008,21.46
5/27/2008,21.68
5/28/2008,20.8
5/29/2008,19.9
5/30/2008,19.68
6/2/2008,21.6
6/3/2008,21.34
6/4/2008,21.72
6/5/2008,21.34
6/6/2008,23.41
6/9/2008,24.81
6/10/2008,24.41
6/11/2008,25.09
6/12/2008,23.3
6/13/2008,22.48
6/16/2008,22.96
6/17/2008,22.21
6/18/2008,23.33
6/19/2008,23.05
6/20/2008,24.03
6/23/2008,23.01
6/24/2008,23.37
6/25/2008,21.9
6/26/2008,24.5
6/27/2008,24.96
6/30/2008,24.67
7/1/2008,26.25
7/2/2008,26.38
7/3/2008,25.8
7/7/2008,25.82
7/8/2008,26.85
7/9/2008,25.43
7/10/2008,27.38
7/11/2008,29.27
7/14/2008,28.93
7/15/2008,30.06
7/16/2008,28.8
7/17/2008,26.74
7/18/2008,24.89
7/21/2008,24.88
7/22/2008,24.48
7/23/2008,23.73
7/24/2008,23.92
7/25/2008,23.86
7/28/2008,24.82
7/29/2008,24.53
7/30/2008,23.22
7/31/2008,23.33
8/1/2008,24.19
8/4/2008,25.04
8/5/2008,23.18
8/6/2008,22.18
8/7/2008,22.61
8/8/2008,22.13
8/11/2008,22.35
8/12/2008,22.55
8/13/2008,24.35
8/14/2008,23.18
8/15/2008,22.11
8/18/2008,21.89
8/19/2008,24.02
8/20/2008,22.97
8/21/2008,23.27
8/22/2008,21.6
8/25/2008,22.9
8/26/2008,22.1
8/27/2008,21.89
8/28/2008,21.11
8/29/2008,21.06
9/2/2008,21.23
9/3/2008,22.18
9/4/2008,24.97
9/5/2008,26.85
9/8/2008,26.18
9/9/2008,26.71
9/10/2008,27.52
9/11/2008,28.04
9/12/2008,27.04
9/15/2008,32.59
9/16/2008,36.19
9/17/2008,37.53
9/18/2008,37.55
9/19/2008,35.19
9/22/2008,32.72
9/23/2008,32.57
9/24/2008,32.62
9/25/2008,32.66
9/26/2008,38.37
9/29/2008,39.4
9/30/2008,40.39
10/1/2008,41.92
10/2/2008,42.98
10/3/2008,41.16
10/6/2008,51.06
10/7/2008,50.71
10/8/2008,60.67
10/9/2008,58.39
10/10/2008,81.03
10/13/2008,67.05
10/14/2008,60.31
10/15/2008,65.45
10/16/2008,87.51
10/17/2008,77.15
10/20/2008,63.28
10/21/2008,56.18
10/22/2008,61.89
10/23/2008,64.71
10/24/2008,74.74
10/27/2008,76.54
10/28/2008,74.69
10/29/2008,71.01
10/30/2008,66.14
10/31/2008,60.68
11/3/2008,54.61
11/4/2008,47.94
11/5/2008,49.1
11/6/2008,60.71
11/7/2008,56.59
11/10/2008,55.67
11/11/2008,63.49
11/12/2008,66.42
11/13/2008,64.44
11/14/2008,62.48
11/17/2008,66.87
11/18/2008,63.9
11/19/2008,68.52
11/20/2008,72.85
11/21/2008,74.13
11/24/2008,63.66
11/25/2008,61.2
11/26/2008,56.49
11/28/2008,51.44
12/1/2008,57.55
12/2/2008,55.72
12/3/2008,54.19
12/4/2008,54.53
12/5/2008,58.78
12/8/2008,54.46
12/9/2008,52.65
12/10/2008,50.4
12/11/2008,48.95
12/12/2008,52.8
12/15/2008,53.21
12/16/2008,50.9
12/17/2008,49.67
12/18/2008,46.99
12/19/2008,41.35
12/22/2008,40.28
12/23/2008,40.29
12/24/2008,40.29
12/26/2008,40.29
12/29/2008,43.15
12/30/2008,43.87
12/31/2008,43.87
1/2/2009,42.08
1/5/2009,41.27
1/6/2009,40.24
1/7/2009,40.86
1/8/2009,41.77
1/9/2009,41.29
1/12/2009,44.32
1/13/2009,46.21
1/14/2009,52.97
1/15/2009,56.33
1/16/2009,48.89
1/20/2009,53.52
1/21/2009,52.86
1/22/2009,50.26
1/23/2009,50.23
1/26/2009,47.08
1/27/2009,44.6
1/28/2009,42.91
1/29/2009,44.09
1/30/2009,44.79
2/2/2009,47.77
2/3/2009,45.1
2/4/2009,41.68
2/5/2009,42.58
2/6/2009,41.83
2/9/2009,42.3
2/10/2009,44.81
2/11/2009,43.42
2/12/2009,44.38
2/13/2009,41.84
2/17/2009,48.49
